userId,movieId,rating,timestamp
1,10138,2.5,1260759144
1,10138,3,1260759179
1,10138,3,1260759182
1,10138,2,1260759185
1,10138,4,1260759205
1,10138,2,1260759151
1,10138,2,1260759187
1,10138,2,1260759148
1,10138,3.5,1260759125
1,10138,2,1260759131
1,10138,2.5,1260759135
1,10138,1,1260759203
1,10138,4,1260759191
1,10138,4,1260759139
1,10138,3,1260759194
1,10138,2,1260759198
1,10138,2,1260759108
1,10138,2.5,1260759113
1,10138,1,1260759200
1,10138,3,1260759117
2,10138,4,835355493
2,10138,5,835355681
2,10138,5,835355604
2,10138,4,835355552
2,10138,4,835355586
2,10138,3,835356031
2,10138,3,835355749
2,10138,4,835355532
2,10138,3,835356016
2,10138,5,835355395
2,10138,4,835355441
2,10138,3,835355493
2,10138,3,835355441
2,10138,3,835355710
2,10138,3,835355511
2,10138,3,835355664
2,10138,3,835355511
2,10138,5,835355840
2,10138,1,835355749
2,10138,3,835355552
2,10138,3,835355664
2,10138,3,835355896
2,10138,4,835355511
2,10138,4,835355681
2,10138,5,835355697
2,10138,5,835355586
2,10138,3,835355767
2,10138,4,835355779
2,10138,3,835355492
2,10138,4,835355395
2,10138,3,835355532
2,10138,4,835356044
2,10138,2,835355551
2,10138,1,835355918
2,10138,3,835355492
2,10138,4,835355441
2,10138,4,835355697
2,10138,3,835355628
2,10138,3,835355749
2,10138,3,835355604
2,10138,3,835355619
2,10138,2,835355932
2,10138,3,835355968
2,10138,3,835356094
2,10138,3,835355710
2,10138,3,835356165
2,10138,2,835356246
2,10138,3,835355532
2,10138,4,835355604
2,10138,3,835355511
2,10138,4,835355790
2,10138,2,835355828
2,10138,4,835355643
2,10138,3,835355918
2,10138,3,835355880
2,10138,4,835355731
2,10138,4,835355860
2,10138,4,835355719
2,10138,4,835355817
2,10138,4,835355731
2,10138,4,835356199
2,10138,3,835355767
2,10138,3,835356109
2,10138,5,835355767
2,10138,3,835355860
2,10138,5,835355817
2,10138,3,835355790
2,10138,3,835355779
2,10138,3,835355441
2,10138,5,835355697
2,10138,5,835355395
2,10138,5,835355395
2,10138,3,835355511
2,10138,3,835355932
2,10138,4,835356141
2,10138,4,835355978
3,10138,3,1298861675
3,10138,4,1298922049
3,10138,3.5,1298861637
3,10138,3,1298861761
3,10138,4.5,1298862418
3,10138,5,1298862121
3,10138,2.5,1298861589
3,10138,5,1298862167
3,10138,2.5,1298923242
3,10138,3,1298862528
3,10138,3,1298922100
3,10138,3,1298923247
3,10138,3,1298921840
3,10138,2,1298923260
3,10138,3.5,1298932787
3,10138,4,1298863157
3,10138,3,1298861687
3,10138,5,1298932770
3,10138,3,1298921795
3,10138,4,1298861628
3,10138,3,1298861605
3,10138,4,1298861658
3,10138,3.5,1298922089
3,10138,4.5,1298923236
3,10138,4,1298863143
3,10138,4,1298921862
3,10138,4,1298861753
3,10138,3,1298861789
3,10138,3,1298862710
3,10138,3.5,1298861796
3,10138,3,1298924017
3,10138,3.5,1298922057
3,10138,4,1298861733
3,10138,4,1298921825
3,10138,5,1298862874
3,10138,3,1298861968
3,10138,4,1298861633
3,10138,5,1298863174
3,10138,3,1298923266
3,10138,3.5,1298862672
3,10138,3,1298922080
3,10138,2.5,1298921787
3,10138,3,1298922065
3,10138,3.5,1298861650
3,10138,3,1298932766
3,10138,3.5,1298862555
3,10138,3.5,1298932740
3,10138,4.5,1298862361
3,10138,4.5,1298862467
3,10138,3,1298922071
3,10138,4,1298922130
4,10138,4,949810645
4,10138,5,949919556
4,10138,5,949810582
4,10138,5,949919681
4,10138,4,949811346
4,10138,3,949811346
4,10138,3,949920047
4,10138,5,949779042
4,10138,4,949778802
4,10138,5,949895708
4,10138,3,949810618
4,10138,5,949810582
4,10138,5,949919763
4,10138,5,949919681
4,10138,5,949949538
4,10138,4,949895887
4,10138,3,949810534
4,10138,3,949919883
4,10138,3,949895772
4,10138,4,949810688
4,10138,1,949920135
4,10138,4,949919802
4,10138,4,949920028
4,10138,4,949811315
4,10138,5,949810582
4,10138,5,949779091
4,10138,5,949949486
4,10138,5,949919938
4,10138,3,949810534
4,10138,5,949949538
4,10138,5,949949638
4,10138,4,949982238
4,10138,5,949949444
4,10138,5,949779022
4,10138,5,949919189
4,10138,4,949919306
4,10138,5,949919247
4,10138,5,949949396
4,10138,4,949919454
4,10138,4,949919322
4,10138,5,949949638
4,10138,5,949949638
4,10138,5,949896377
4,10138,5,949896377
4,10138,5,949949538
4,10138,5,949949638
4,10138,5,949896244
4,10138,5,949919372
4,10138,5,949811523
4,10138,5,949895732
4,10138,5,949778771
4,10138,5,949919399
4,10138,5,949896275
4,10138,5,949919372
4,10138,5,949919419
4,10138,5,949779173
4,10138,5,949811490
4,10138,5,949779173
4,10138,5,949896244
4,10138,5,949896159
4,10138,5,949779173
4,10138,5,949778714
4,10138,5,949895708
4,10138,5,949810261
4,10138,5,949779173
4,10138,5,949811523
4,10138,5,949918693
4,10138,5,949779173
4,10138,5,949919372
4,10138,5,949896244
4,10138,5,949919519
4,10138,5,949811602
4,10138,5,949918743
4,10138,4,949811559
4,10138,5,949919591
4,10138,5,949811523
4,10138,5,949919372
4,10138,5,949949396
4,10138,4,949811559
4,10138,5,949811490
4,10138,5,949918743
4,10138,4,949918927
4,10138,4,949811602
4,10138,4,949896275
4,10138,5,949982274
4,10138,5,949919247
4,10138,4,949810582
4,10138,4,949810302
4,10138,3,949920004
4,10138,4,949918787
4,10138,3,949918904
4,10138,3,949810688
4,10138,5,949896377
4,10138,5,949810261
4,10138,4,949810302
4,10138,5,949895772
4,10138,3,949811230
4,10138,5,949919978
4,10138,4,949811559
4,10138,5,949896244
4,10138,1,949895864
4,10138,5,949919738
4,10138,4,949810688
4,10138,2,949895956
4,10138,5,949810261
4,10138,5,949810261
4,10138,5,949918743
4,10138,3,949949538
4,10138,5,949811559
4,10138,5,949896309
4,10138,5,949811602
4,10138,3,949895907
4,10138,2,949918970
4,10138,5,949896070
4,10138,4,949919454
4,10138,5,949778771
4,10138,4,949811738
4,10138,4,949896114
4,10138,4,949982239
4,10138,4,949896183
4,10138,5,949810618
4,10138,3,949896114
4,10138,5,949918648
4,10138,5,949949444
4,10138,5,949919306
4,10138,4,949982239
4,10138,5,949949444
4,10138,5,949896114
4,10138,5,949949638
4,10138,5,949896183
4,10138,4,949920028
4,10138,5,949949538
4,10138,5,949896114
4,10138,5,949949396
4,10138,4,949896114
4,10138,5,949919399
4,10138,3,949896309
4,10138,5,949918927
4,10138,5,949918994
4,10138,4,949919763
4,10138,5,949896070
4,10138,4,949982239
4,10138,4,949896114
4,10138,5,949811603
4,10138,5,949896070
4,10138,5,949896070
4,10138,3,949896070
4,10138,5,949918764
4,10138,4,949811559
4,10138,3,949896309
4,10138,5,949895772
4,10138,5,949919556
4,10138,4,949918927
4,10138,4,949811603
4,10138,4,949918994
4,10138,5,949918994
4,10138,4,949810302
4,10138,5,949982274
4,10138,5,949918875
4,10138,4,949896275
4,10138,1,949895993
4,10138,5,949810582
4,10138,5,949810261
4,10138,3,949918671
4,10138,4,949896497
4,10138,4,949896497
4,10138,5,949811523
4,10138,5,949810582
4,10138,4,949778714
4,10138,1,949896521
4,10138,5,949919399
4,10138,5,949811490
4,10138,4,949811603
4,10138,5,949896070
4,10138,5,949811738
4,10138,3,949811230
4,10138,3,949918875
4,10138,5,949896114
4,10138,5,949896377
4,10138,2,949896309
4,10138,1,949896309
4,10138,4,949810534
4,10138,5,949811559
4,10138,5,949896070
4,10138,3,949896015
4,10138,5,949918807
4,10138,5,949810261
4,10138,3,949896543
4,10138,5,949949444
4,10138,4,949811559
4,10138,5,949919419
4,10138,5,949919656
4,10138,4,949918715
4,10138,4,949896275
4,10138,4,949811603
4,10138,5,949919738
4,10138,4,949918904
4,10138,2,949778946
4,10138,4,949811523
4,10138,5,949918970
4,10138,4,949919738
4,10138,3,949919845
4,10138,5,949895732
4,10138,2,949982238
5,10138,4,1163374957
5,10138,4,1163374952
5,10138,4,1163374639
5,10138,4,1163374242
5,10138,4,1163374404
5,10138,3.5,1163373762
5,10138,4.5,1163373208
5,10138,3.5,1163373636
5,10138,4,1163374152
5,10138,4,1163373752
5,10138,4,1163373755
5,10138,4,1163373610
5,10138,4,1163374477
5,10138,4.5,1163373718
5,10138,4,1163374392
5,10138,3.5,1163373551
5,10138,4,1163374190
5,10138,5,1163373711
5,10138,3.5,1163374993
5,10138,2.5,1163373651
5,10138,3.5,1163373135
5,10138,4,1163374286
5,10138,4,1163373316
5,10138,5,1163373103
5,10138,3,1163374173
5,10138,2.5,1163374239
5,10138,4,1163374582
5,10138,4,1163374495
5,10138,5,1163373044
5,10138,3.5,1163374165
5,10138,4.5,1163374608
5,10138,3.5,1163374562
5,10138,4,1163374214
5,10138,4,1163373744
5,10138,4,1163374601
